date,nina34.anom
1968-12-01,0.67
1969-01-01,0.95
1969-02-01,1.11
1969-03-01,0.54
1969-04-01,0.31
1969-05-01,0.35
1969-06-01,-0.04
1969-07-01,-0.21
1969-08-01,0.16
1969-09-01,0.43
1969-10-01,0.62
1969-11-01,0.4
1969-12-01,0.38
1970-01-01,0.28
1970-02-01,0.2
1970-03-01,-0.14
1970-04-01,-0.08
1970-05-01,-0.3
1970-06-01,-0.69
1970-07-01,-1.08
1970-08-01,-1.26
1970-09-01,-1.07
1970-10-01,-1.12
1970-11-01,-1.13
1970-12-01,-1.33
1971-01-01,-1.73
1971-02-01,-1.57
1971-03-01,-1.36
1971-04-01,-1.18
1971-05-01,-0.98
1971-06-01,-1.13
1971-07-01,-1.17
1971-08-01,-1.1
1971-09-01,-1.0
1971-10-01,-1.24
1971-11-01,-1.15
1971-12-01,-1.23
1972-01-01,-0.92
1972-02-01,-0.45
1972-03-01,-0.19
1972-04-01,0.07
1972-05-01,0.38
1972-06-01,0.45
1972-07-01,0.85
1972-08-01,1.09
1972-09-01,1.23
1972-10-01,1.54
1972-11-01,1.9
1972-12-01,2.09
1973-01-01,1.8
1973-02-01,1.2
1973-03-01,0.27
1973-04-01,-0.58
1973-05-01,-0.97
1973-06-01,-1.18
1973-07-01,-1.54
1973-08-01,-1.63
1973-09-01,-1.66
1973-10-01,-1.98
1973-11-01,-2.37
1973-12-01,-2.26
1974-01-01,-2.09
1974-02-01,-1.66
1974-03-01,-1.45
1974-04-01,-1.36
1974-05-01,-1.29
1974-06-01,-1.2
1974-07-01,-0.9
1974-08-01,-0.52
1974-09-01,-0.64
1974-10-01,-0.94
1974-11-01,-1.09
1974-12-01,-0.97
1975-01-01,-0.45
1975-02-01,-0.68
1975-03-01,-1.09
1975-04-01,-0.96
1975-05-01,-1.13
1975-06-01,-1.5
1975-07-01,-1.39
1975-08-01,-1.52
1975-09-01,-1.66
1975-10-01,-1.83
1975-11-01,-1.66
1975-12-01,-1.93
1976-01-01,-2.01
1976-02-01,-1.26
1976-03-01,-0.82
1976-04-01,-0.93
1976-05-01,-0.74
1976-06-01,-0.38
1976-07-01,-0.16
1976-08-01,0.12
1976-09-01,0.3
1976-10-01,0.75
1976-11-01,0.71
1976-12-01,0.49
1977-01-01,0.78
1977-02-01,0.37
1977-03-01,0.19
1977-04-01,-0.38
1977-05-01,-0.21
1977-06-01,0.01
1977-07-01,0.09
1977-08-01,-0.01
1977-09-01,0.4
1977-10-01,0.63
1977-11-01,0.48
1977-12-01,0.7
1978-01-01,0.62
1978-02-01,0.25
1978-03-01,-0.2
1978-04-01,-0.7
1978-05-01,-0.74
1978-06-01,-0.71
1978-07-01,-0.55
1978-08-01,-0.79
1978-09-01,-0.71
1978-10-01,-0.46
1978-11-01,-0.38
1978-12-01,-0.06
1979-01-01,-0.13
1979-02-01,-0.22
1979-03-01,-0.02
1979-04-01,0.02
1979-05-01,-0.25
1979-06-01,-0.29
1979-07-01,-0.47
1979-08-01,-0.1
1979-09-01,0.28
1979-10-01,0.11
1979-11-01,0.29
1979-12-01,0.52
1980-01-01,0.54
1980-02-01,0.22
1980-03-01,0.03
1980-04-01,-0.07
1980-05-01,0.08
1980-06-01,0.21
1980-07-01,-0.06
1980-08-01,-0.38
1980-09-01,-0.28
1980-10-01,-0.26
1980-11-01,-0.1
1980-12-01,0.05
1981-01-01,-0.36
1981-02-01,-0.64
1981-03-01,-0.64
1981-04-01,-0.53
1981-05-01,-0.57
1981-06-01,-0.46
1981-07-01,-0.64
1981-08-01,-0.53
1981-09-01,-0.19
1981-10-01,-0.3
1981-11-01,-0.41
1981-12-01,-0.2
1982-01-01,0.13
1982-02-01,-0.17
1982-03-01,0.13
1982-04-01,0.21
1982-05-01,0.45
1982-06-01,0.53
1982-07-01,0.37
1982-08-01,0.73
1982-09-01,1.49
1982-10-01,1.99
1982-11-01,1.92
1982-12-01,2.2
1983-01-01,2.35
1983-02-01,1.94
1983-03-01,1.38
1983-04-01,0.95
1983-05-01,0.9
1983-06-01,0.54
1983-07-01,-0.11
1983-08-01,-0.27
1983-09-01,-0.52
1983-10-01,-1.16
1983-11-01,-1.29
1983-12-01,-1.03
1984-01-01,-0.67
1984-02-01,-0.19
1984-03-01,-0.52
1984-04-01,-0.68
1984-05-01,-0.73
1984-06-01,-0.9
1984-07-01,-0.5
1984-08-01,-0.24
1984-09-01,-0.34
1984-10-01,-0.67
1984-11-01,-1.19
1984-12-01,-1.34
1985-01-01,-1.16
1985-02-01,-0.72
1985-03-01,-0.79
1985-04-01,-1.18
1985-05-01,-1.03
1985-06-01,-0.91
1985-07-01,-0.74
1985-08-01,-0.56
1985-09-01,-0.7
1985-10-01,-0.49
1985-11-01,-0.37
1985-12-01,-0.41
1986-01-01,-0.66
1986-02-01,-0.71
1986-03-01,-0.42
1986-04-01,-0.33
1986-05-01,-0.53
1986-06-01,-0.31
1986-07-01,-0.11
1986-08-01,0.32
1986-09-01,0.53
1986-10-01,0.81
1986-11-01,1.01
1986-12-01,1.12
1987-01-01,1.14
1987-02-01,1.13
1987-03-01,0.98
1987-04-01,0.58
1987-05-01,0.62
1987-06-01,0.92
1987-07-01,1.29
1987-08-01,1.57
1987-09-01,1.65
1987-10-01,1.24
1987-11-01,1.07
1987-12-01,0.94
1988-01-01,0.9
1988-02-01,0.28
1988-03-01,0.1
1988-04-01,-0.44
1988-05-01,-1.25
1988-06-01,-1.74
1988-07-01,-1.74
1988-08-01,-1.19
1988-09-01,-1.0
1988-10-01,-1.9
1988-11-01,-2.05
1988-12-01,-1.96
1989-01-01,-1.97
1989-02-01,-1.47
1989-03-01,-1.21
1989-04-01,-1.08
1989-05-01,-0.88
1989-06-01,-0.59
1989-07-01,-0.57
1989-08-01,-0.53
1989-09-01,-0.3
1989-10-01,-0.4
1989-11-01,-0.45
1989-12-01,-0.13
1990-01-01,0.01
1990-02-01,0.21
1990-03-01,0.04
1990-04-01,0.08
1990-05-01,0.08
1990-06-01,-0.08
1990-07-01,0.09
1990-08-01,0.22
1990-09-01,0.22
1990-10-01,0.21
1990-11-01,0.1
1990-12-01,0.35
1991-01-01,0.49
1991-02-01,0.32
1991-03-01,0.03
1991-04-01,0.19
1991-05-01,0.26
1991-06-01,0.52
1991-07-01,0.76
1991-08-01,0.68
1991-09-01,0.42
1991-10-01,0.86
1991-11-01,1.2
1991-12-01,1.69
1992-01-01,1.84
1992-02-01,1.78
1992-03-01,1.38
1992-04-01,1.2
1992-05-01,1.04
1992-06-01,0.58
1992-07-01,0.22
1992-08-01,0.05
1992-09-01,-0.06
1992-10-01,-0.3
1992-11-01,-0.28
1992-12-01,-0.15
1993-01-01,0.14
1993-02-01,0.41
1993-03-01,0.39
1993-04-01,0.59
1993-05-01,0.78
1993-06-01,0.35
1993-07-01,0.23
1993-08-01,0.13
1993-09-01,0.35
1993-10-01,0.06
1993-11-01,0.0
1993-12-01,0.16
1994-01-01,0.1
1994-02-01,0.06
1994-03-01,0.11
1994-04-01,0.26
1994-05-01,0.31
1994-06-01,0.32
1994-07-01,0.24
1994-08-01,0.53
1994-09-01,0.48
1994-10-01,0.75
1994-11-01,1.11
1994-12-01,1.25
1995-01-01,1.02
1995-02-01,0.73
1995-03-01,0.46
1995-04-01,0.28
1995-05-01,-0.11
1995-06-01,-0.14
1995-07-01,-0.21
1995-08-01,-0.63
1995-09-01,-0.84
1995-10-01,-0.88
1995-11-01,-1.1
1995-12-01,-0.95
1996-01-01,-0.86
1996-02-01,-0.86
1996-03-01,-0.61
1996-04-01,-0.47
1996-05-01,-0.38
1996-06-01,-0.44
1996-07-01,-0.44
1996-08-01,-0.22
1996-09-01,-0.45
1996-10-01,-0.44
1996-11-01,-0.41
1996-12-01,-0.64
1997-01-01,-0.53
1997-02-01,-0.37
1997-03-01,-0.25
1997-04-01,0.16
1997-05-01,0.64
1997-06-01,1.09
1997-07-01,1.56
1997-08-01,1.89
1997-09-01,2.13
1997-10-01,2.36
1997-11-01,2.41
1997-12-01,2.29
1998-01-01,2.38
1998-02-01,2.03
1998-03-01,1.34
1998-04-01,0.78
1998-05-01,0.57
1998-06-01,-0.39
1998-07-01,-0.99
1998-08-01,-1.28
1998-09-01,-1.26
1998-10-01,-1.46
1998-11-01,-1.46
1998-12-01,-1.69
1999-01-01,-1.69
1999-02-01,-1.32
1999-03-01,-0.95
1999-04-01,-1.11
1999-05-01,-1.15
1999-06-01,-1.19
1999-07-01,-1.17
1999-08-01,-1.22
1999-09-01,-1.09
1999-10-01,-1.23
1999-11-01,-1.58
1999-12-01,-1.74
2000-01-01,-1.77
2000-02-01,-1.55
2000-03-01,-0.98
2000-04-01,-0.87
2000-05-01,-0.86
2000-06-01,-0.79
2000-07-01,-0.67
2000-08-01,-0.49
2000-09-01,-0.52
2000-10-01,-0.7
2000-11-01,-0.79
2000-12-01,-0.92
2001-01-01,-0.73
2001-02-01,-0.63
2001-03-01,-0.48
2001-04-01,-0.49
2001-05-01,-0.34
2001-06-01,-0.19
2001-07-01,-0.04
2001-08-01,-0.05
2001-09-01,-0.2
2001-10-01,-0.14
2001-11-01,-0.37
2001-12-01,-0.41
2002-01-01,-0.15
2002-02-01,-0.04
2002-03-01,0.01
2002-04-01,0.02
2002-05-01,0.31
2002-06-01,0.72
2002-07-01,0.74
2002-08-01,0.87
2002-09-01,1.09
2002-10-01,1.25
2002-11-01,1.47
2002-12-01,1.37
2003-01-01,0.6
2003-02-01,0.64
2003-03-01,0.36
2003-04-01,-0.14
2003-05-01,-0.61
2003-06-01,-0.29
2003-07-01,0.21
2003-08-01,0.26
2003-09-01,0.27
2003-10-01,0.42
2003-11-01,0.33
2003-12-01,0.43
2004-01-01,0.27
2004-02-01,0.23
2004-03-01,0.12
2004-04-01,0.07
2004-05-01,0.06
2004-06-01,0.13
2004-07-01,0.49
2004-08-01,0.76
2004-09-01,0.81
2004-10-01,0.73
2004-11-01,0.66
2004-12-01,0.74
2005-01-01,0.66
2005-02-01,0.36
2005-03-01,0.45
2005-04-01,0.26
2005-05-01,0.3
2005-06-01,0.04
2005-07-01,-0.23
2005-08-01,-0.05
2005-09-01,-0.04
2005-10-01,-0.06
2005-11-01,-0.59
2005-12-01,-0.92
2006-01-01,-0.91
2006-02-01,-0.67
2006-03-01,-0.71
2006-04-01,-0.32
2006-05-01,-0.09
2006-06-01,0.0
2006-07-01,0.01
2006-08-01,0.31
2006-09-01,0.6
2006-10-01,0.7
2006-11-01,0.99
2006-12-01,1.14
2007-01-01,0.7
2007-02-01,0.13
2007-03-01,-0.18
2007-04-01,-0.32
2007-05-01,-0.47
2007-06-01,-0.35
2007-07-01,-0.59
2007-08-01,-0.72
2007-09-01,-1.11
2007-10-01,-1.39
2007-11-01,-1.54
2007-12-01,-1.58
2008-01-01,-1.68
2008-02-01,-1.67
2008-03-01,-1.21
2008-04-01,-0.99
2008-05-01,-0.84
2008-06-01,-0.68
2008-07-01,-0.3
2008-08-01,-0.13
2008-09-01,-0.25
2008-10-01,-0.35
2008-11-01,-0.46
2008-12-01,-0.86
2009-01-01,-0.89
2009-02-01,-0.79
2009-03-01,-0.69
2009-04-01,-0.35
2009-05-01,0.06
2009-06-01,0.31
2009-07-01,0.48
2009-08-01,0.56
2009-09-01,0.68
2009-10-01,0.89
2009-11-01,1.46
2009-12-01,1.74
2010-01-01,1.52
2010-02-01,1.25
2010-03-01,0.9
2010-04-01,0.38
2010-05-01,-0.22
2010-06-01,-0.69
2010-07-01,-1.07
2010-08-01,-1.39
2010-09-01,-1.6
2010-10-01,-1.69
2010-11-01,-1.64
2010-12-01,-1.6
2011-01-01,-1.54
2011-02-01,-1.11
2011-03-01,-0.93
2011-04-01,-0.77
2011-05-01,-0.52
2011-06-01,-0.38
2011-07-01,-0.43
2011-08-01,-0.65
2011-09-01,-0.8
2011-10-01,-1.05
2011-11-01,-1.19
2011-12-01,-1.06
2012-01-01,-0.87
2012-02-01,-0.67
2012-03-01,-0.61
2012-04-01,-0.5
2012-05-01,-0.32
2012-06-01,0.02
2012-07-01,0.25
2012-08-01,0.47
2012-09-01,0.38
2012-10-01,0.26
2012-11-01,0.16
2012-12-01,-0.25
2013-01-01,-0.53
2013-02-01,-0.52
2013-03-01,-0.25
2013-04-01,-0.25
2013-05-01,-0.4
2013-06-01,-0.42
2013-07-01,-0.39
2013-08-01,-0.38
2013-09-01,-0.18
2013-10-01,-0.2
2013-11-01,-0.14
2013-12-01,-0.17
2014-01-01,-0.49
2014-02-01,-0.62
2014-03-01,-0.28
2014-04-01,0.08
2014-05-01,0.32
2014-06-01,0.23
2014-07-01,-0.06
2014-08-01,-0.03
2014-09-01,0.29
2014-10-01,0.44
2014-11-01,0.75
2014-12-01,0.71
2015-01-01,0.51
2015-02-01,0.42
2015-03-01,0.47
2015-04-01,0.7
2015-05-01,0.92
2015-06-01,1.18
2015-07-01,1.46
2015-08-01,1.93
2015-09-01,2.21
2015-10-01,2.36
2015-11-01,2.72
2015-12-01,2.66
2016-01-01,2.57
2016-02-01,2.26
2016-03-01,1.62
2016-04-01,0.91
2016-05-01,0.3
2016-06-01,-0.03
2016-07-01,-0.48
2016-08-01,-0.58
2016-09-01,-0.58
2016-10-01,-0.74
2016-11-01,-0.76
2016-12-01,-0.5
2017-01-01,-0.43
2017-02-01,-0.08
2017-03-01,0.03
2017-04-01,0.22
2017-05-01,0.37
2017-06-01,0.34
2017-07-01,0.25
2017-08-01,-0.16
2017-09-01,-0.43
2017-10-01,-0.56
2017-11-01,-0.97
2017-12-01,-0.98
2018-01-01,-0.98
2018-02-01,-0.78
2018-03-01,-0.8
2018-04-01,-0.51
2018-05-01,-0.2
2018-06-01,0.04
2018-07-01,0.12
2018-08-01,0.09
2018-09-01,0.47
2018-10-01,0.9
2018-11-01,0.9
2018-12-01,0.89
2019-01-01,0.65
2019-02-01,0.71
2019-03-01,0.81
2019-04-01,0.62
2019-05-01,0.55
2019-06-01,0.45
2019-07-01,0.35
2019-08-01,0.04
2019-09-01,0.03
2019-10-01,0.48
2019-11-01,0.52
2019-12-01,0.52
2020-01-01,0.6
2020-02-01,0.37
2020-03-01,0.48
2020-04-01,0.36
2020-05-01,-0.27
2020-06-01,-0.34
2020-07-01,-0.3
2020-08-01,-0.59
2020-09-01,-0.83
2020-10-01,-1.26
2020-11-01,-1.42
2020-12-01,-1.15
2021-01-01,-1.0
2021-02-01,-1.0
2021-03-01,-0.8
2021-04-01,-0.72
2021-05-01,-0.46
2021-06-01,-0.28
2021-07-01,-0.39
2021-08-01,-0.53
2021-09-01,-0.55
2021-10-01,-0.94
2021-11-01,-0.94
2021-12-01,-1.06
2022-01-01,-0.94
2022-02-01,-0.89
2022-03-01,-0.97
2022-04-01,-1.11
2022-05-01,-1.11
2022-06-01,-0.75
2022-07-01,-0.69
2022-08-01,-0.97
2022-09-01,-1.07
2022-10-01,-0.99
2022-11-01,-0.9
2022-12-01,-0.85
2023-01-01,-0.72
2023-02-01,-0.46
2023-03-01,-0.11
2023-04-01,0.14
2023-05-01,0.46
2023-06-01,0.84
2023-07-01,1.02
2023-08-01,1.35
2023-09-01,1.6
2023-10-01,1.72
2023-11-01,2.02
2023-12-01,2.03
2024-01-01,1.82
2024-02-01,1.56
2024-03-01,
2024-04-01,
2024-05-01,
2024-06-01,
2024-07-01,
2024-08-01,
2024-09-01,
2024-10-01,
2024-11-01,
2024-12-01,
